logL Corr CorrErr
41.52291013879713 -0.09837513593948326 0.00536252470867975
41.524929618062494 -0.09786982392821858 0.005340763316641153
41.52694909732786 -0.09738318669088876 0.005319967451679661
41.52896857659322 -0.09691504467447955 0.005300125636627289
41.530988055858586 -0.09646521832597667 0.005281226394316046
41.53300753512395 -0.09603352809236572 0.005263258247577945
41.535027014389314 -0.09561979442063256 0.005246209719244997
41.53704649365467 -0.09522383775776426 0.005230069332149273
41.539065972920035 -0.09484547855074366 0.005214825609122668
41.5410854521854 -0.09448453724655798 0.005200467072997254
41.54310493145076 -0.0941408342921929 0.005186982246605041
41.54512441071613 -0.09381419013463416 0.005174359652778043
41.54714388998149 -0.0935044252208675 0.005162587814348273
41.549163369246855 -0.09321135999787857 0.005151655254147742
41.55118284851222 -0.09293481491265315 0.0051415504950084595
41.55320232777758 -0.09267461041217691 0.00513226205976244
41.55522180704295 -0.09243056694343564 0.005123778471241696
41.55724128630831 -0.09220250495341499 0.005116088252278239
41.559260765573676 -0.09199024488910071 0.00510917992570408
41.56128024483903 -0.09179360719747916 0.005103042014351251
41.5632997241044 -0.09161241232553471 0.005097663041051724
41.56531920336976 -0.09144648072025377 0.005093031528637531
41.567338682635125 -0.09129563282862208 0.005089135999940684
41.56935816190049 -0.09115968909762533 0.005085964977793198
41.57137764116585 -0.09103846997424922 0.005083506985027081
41.57339712043122 -0.09093179590547958 0.005081750544474349
41.57541659969658 -0.09083948733830197 0.00508068417896701
41.577436078961945 -0.09076136471970223 0.005080296411337078
41.57945555822731 -0.09069724849666605 0.005080575764416566
41.58147503749267 -0.0906469591161791 0.005081510761037486
41.58349451675804 -0.09061031702522714 0.005083089924031848
41.5855139960234 -0.09058714267079589 0.005085301776231665
41.58753347528876 -0.09057725649987107 0.0050881348404689395
41.58955295455412 -0.09058047895943831 0.0050915776395757005
41.591572433819486 -0.09059663049648345 0.005095618696383955
41.59359191308485 -0.09062553155799213 0.005100246533725711
41.595611392350214 -0.09066700259095013 0.005105449674432984
41.59763087161558 -0.09072086404234314 0.005111216641337782
41.59965035088094 -0.09078693635915688 0.005117535957272122
41.60166983014631 -0.09086503998837706 0.005124396145068013
41.60368930941167 -0.09095499537698941 0.005131785727557466
41.605708788677035 -0.09105662297197963 0.0051396932275724954
41.6077282679424 -0.09116974322033347 0.005148107167945113
41.60974774720776 -0.09129417656903664 0.005157016071507331
41.61176722647313 -0.09142974346507482 0.005166408461091157
41.613786705738484 -0.09157626435543326 0.005176272859528575
41.61580618500385 -0.09173355968709866 0.00518659778965166
41.61782566426921 -0.09190144990705627 0.005197371774292395
41.619845143534576 -0.09207975546229179 0.00520858333628279
41.62186462279994 -0.09226829679979093 0.005220220998454855
41.623884102065304 -0.09246689436653942 0.005232273283640605
41.62590358133067 -0.09267536860952301 0.005244728714672051
41.62792306059603 -0.09289353997572737 0.0052575758143812035
41.629942539861396 -0.09312122891213825 0.005270803105600078
41.63196201912676 -0.09335825586574133 0.0052843991111606835
41.633981498392124 -0.09360444128352234 0.005298352353895032
41.63600097765749 -0.09385960561246703 0.00531265135663514
41.638020456922845 -0.09412356929956019 0.005327284642212961
41.64003993618821 -0.09439615279178934 0.005342240733460615
41.64205941545357 -0.0946771765361393 0.00535750815321006
41.64407889471894 -0.09496646097959581 0.005373075424293309
