Galaxy_name RA Dec Lya_flux Lya_flux_e NB_flux NB_flux_e dist Density Protocluster
32430 35.02472946464987 -5.763849664079801 6.03750052317027 0.5570178484544965 7.48379852804053 0.34755973695878156 73.32609502620147 0.0 0.0
37741 34.490662859301665 -5.718123518733788 4.756981343373169 0.590412987006356 5.598089314020995 0.39681225476606463 93.17667503937543 0.0 0.0
38708 34.726344598909634 -5.70944751635758 4.41976638794795 0.6074022152588738 5.108752758739897 0.42570256225560155 82.26906935941655 0.0 0.0
38780 34.45595291080293 -5.708239349072378 4.13017505085812 0.6087228384874729 5.539346679040168 0.4357345961219414 94.4453414124254 1.6352594939123732 0.0
38845 34.42374429285987 -5.707805251945326 2.7730687909027663 0.6295145657625656 4.5757984847382405 0.4527234284377937 95.96368770199003 0.0 0.0
39136 34.76974042715988 -5.706569019024939 6.444657983072533 0.63883721354631 10.42766951874322 0.4220197241112824 80.31376379912089 0.0 0.0
39213 34.47496664292033 -5.704915399686373 3.972564389639483 0.6205020774851068 4.748751757136561 0.4335800886586996 93.42431313566219 3.34566882980033 0.0
39395 35.05338132151221 -5.704504898236876 5.040936831578437 0.4655114205690291 5.85627604097207 0.3594682292022037 69.4197363975303 1.2490595638609028 0.0
39396 34.30006979902001 -5.703436432468852 2.5674038179739096 0.6250633959537863 4.065046145715951 0.44278782863220306 101.83044400851014 0.0 0.0
39630 34.39614187530344 -5.701649336839236 4.805740585120664 0.5910716693108289 5.638953155175943 0.40823853987072894 97.07210500201046 0.8818797635756708 0.0
40097 34.30364414065367 -5.697961380366132 5.422645626478574 0.5527135923180799 7.8365944171714235 0.44327664765556907 101.4696443967569 1.8417865884227207 0.0
40106 34.39923960576989 -5.697220702335848 2.2250716506295047 0.5208941017515469 4.085526780596458 0.40869572682775873 96.76641278834035 5.4807853885105375 0.0
40213 34.24733142671508 -5.696107561253807 2.6771486706549332 0.6045865463650283 4.078578131893295 0.3849290958019703 104.21257610506244 0.0 0.0
40276 34.37940962091931 -5.695640258955241 2.300604973189252 0.4942073501137001 3.596228625815105 0.3744344326056154 97.67281412227797 0.9466448982441863 0.0
40521 35.00699771119497 -5.694394147813871 2.4088381169882473 0.5754920288315714 4.160012515422169 0.34632370130465606 70.53476266182753 0.5953406665044992 0.0
40593 34.56603998587244 -5.693619699558866 3.2362060757298985 0.4928972328977005 5.393714855728635 0.37500083537247 88.75524335140358 2.153511279114108 0.0
41248 34.575843533295625 -5.688582247574641 2.81130546693251 0.469128408066604 4.2942485069749985 0.3535720028283679 88.11166019645675 1.026919945875147 0.0
42617 34.326973823783185 -5.676624358692535 2.563881285800707 0.4896164861244839 3.3606029752079105 0.3691455419054362 99.59925380546335 1.8417865884227207 0.0
43789 34.432258728171895 -5.668861064456998 11.155226014508735 0.44378624955586515 15.205545338353854 0.3838140723701811 94.17196290639774 0.9854940905129985 0.0
43948 34.571510518347914 -5.666283075308724 1.8755138352936107 0.43449590167403584 2.9970874530464267 0.35474668977043156 87.46477819461374 1.0269199458751468 0.0
43989 34.32104233671513 -5.665441813253154 1.6507075485113067 0.43650335321054395 2.909642516476012 0.36576215398910056 99.52227081339217 2.0967193655651215 0.0
44112 34.75553685185404 -5.665196716793682 1.8938539876415985 0.4460445457343467 3.5290961722965797 0.3633653274010923 79.16954076545156 1.8768878298170328 0.0
44154 34.80658475700168 -5.664922976352311 1.4382945856057692 0.42879532076860416 2.6914749117730348 0.3720290418773764 76.98965738381978 1.0235161014586591 0.0
44331 35.044354400980964 -5.663990151018293 2.0452233244701103 0.4453450740692324 3.5345915876988623 0.330554752490279 67.74430686186318 4.0279354791957624 0.0
44518 34.52675011289493 -5.66272551763665 4.511194110163326 0.43953256483293024 6.007046808859721 0.3922179342561079 89.42997382439549 2.1144123251306937 0.0
44519 35.00483666069161 -5.663178480462422 4.949387922174419 0.45740137986115253 6.936923474312559 0.35054916521574825 69.11845323707635 2.8847415805070686 0.0
44785 34.74318361767085 -5.65982015272471 3.1955033877513364 0.46586571454896253 3.8999547540494905 0.39697216476080394 79.48117957077694 2.6988984170026136 0.0
45140 34.533253317594365 -5.65643649455965 2.030260113911403 0.4153654756965676 3.146144195750039 0.37269045134827505 88.89201003776385 2.1144123251306937 0.0
45450 35.04035568057317 -5.654568309199068 2.2962292500564976 0.4325328327014525 3.1348516861992803 0.3651930806838944 67.429193110475 7.517155952913235 0.0
45772 34.259672228491134 -5.65190863114188 6.487886171543884 0.45113377287566714 10.400458574691669 0.40161937113887397 102.16856896437794 2.3781372400369163 0.0
46198 35.0512973197248 -5.649186078678057 6.165530644031779 0.44213063812041653 7.363642995989931 0.3737547990126556 66.78224281688705 3.8807090293028117 0.0
46767 34.49102657192289 -5.643925266987832 11.386302172815265 0.4306899198052329 16.362750383843196 0.40003458159354394 90.4543766013043 0.9517094356767386 0.0
