LAE_INDEX,RA,DEC,ZWAVG,QUALITY,CLASSIFICATION,NARROWBAND_MAGNITUDE,NARROWBAND_BINS
402836,149.08082733644466,2.1028489987824086,2.4345,3.0,LAE,24.84273831134931,24.999999999999982
402935,149.52183879825725,2.1041965733263197,2.4603,3.0,LAE,24.903871676771395,24.999999999999982
403603,149.29872412938957,2.109139892281136,2.42595,3.0,LAE,23.46035048677259,23.599999999999987
404186,148.82978487507813,2.114694568440059,2.46065,3.3333333,LAE,24.39779037232165,24.399999999999984
404302,149.2896407304242,2.115481859273843,2.4232,3.0,LAE,23.560490317442614,23.599999999999987
404528,148.836337584303,2.1177771736508104,2.46,3.0,LAE,24.12911737907433,24.199999999999985
404804,148.95418456093515,2.1209165959656224,2.45475,3.0,LAE,24.714439665059736,24.799999999999983
404857,149.18216928366482,2.1212746571544523,2.4893,4.0,AGN,23.110494455313205,23.19999999999999
404904,148.91833235806996,2.1222255589710595,2.44205,3.0,LAE,24.73565203945294,24.799999999999983
404945,149.2442767287039,2.1226880707879325,2.4425,3.0,LAE,24.673445746073632,24.799999999999983
405755,149.51579716617832,2.130896710978679,2.42575,2.0,UNDET,24.6901962401912,24.799999999999983
406199,148.89833203157832,2.134562335339921,2.4569,3.0,LAE,24.359627016816624,24.399999999999984
406644,148.992358701996,2.1387790429466773,2.4529,3.0,LAE,25.042098499237234,25.19999999999998
407085,148.87893850786503,2.1385597682051873,2.45605,3.0,LAE,22.90772331050574,22.99999999999999
407256,149.30972169595975,2.144392885486289,2.425525,3.0,LAE,24.779095629611536,24.799999999999983
409634,149.3465445700292,2.1663229887454656,2.455,3.0,LAE,24.853807684964114,24.999999999999982
409972,149.23652926186622,2.168823482382658,2.4378,3.0,LAE,24.44100758781341,24.599999999999984
410260,149.2733474897796,2.17157468707143,2.4749,3.0,LAE,25.179606103772763,25.19999999999998
411975,149.33014486119285,2.186189287821178,2.4562,3.0,LAE,24.2722352732103,24.399999999999984
412920,149.07395268020582,2.194227119351433,2.4552,3.0,LAE,23.999184869952227,23.999999999999986
413872,149.11956032336818,2.203074385813295,2.442725,2.75,LAE,24.721174091469624,24.799999999999983
414033,149.04805101380646,2.203201851883688,2.47395,3.0,LAE,24.479451682924353,24.599999999999984
415877,149.33207252356834,2.2217048583939047,2.458,2.0,UNDET,24.79884719239557,24.799999999999983
416299,148.87235588198922,2.224790559812142,2.44425,3.3333333,LAE,23.79729970608355,23.799999999999986
417158,149.01938233746714,2.2334240533123775,2.4808,3.0,LAE,24.69606776601371,24.799999999999983
417850,149.1526572817765,2.240152777074378,0.0,0.0,UNDET,25.10834696217889,25.19999999999998
417926,148.95849269066167,2.2397087876170914,1.1255,4.0,CONTAM,23.50418756935791,23.599999999999987
418539,149.13491143454968,2.2452472208590786,2.45675,3.0,LAE,24.127976134684843,24.199999999999985
418612,149.23522902344752,2.2469918276938285,0.5685,4.0,CONTAM,25.01800007846654,25.19999999999998
418650,148.935515097979,2.2463547213109902,2.45505,3.0,LAE,24.060590445514425,24.199999999999985
419549,149.48719627239612,2.255099705735798,2.4489,3.0,LAE,24.936817710594475,24.999999999999982
420212,149.33873326819267,2.2612765856649983,2.4392,3.0,LAE,24.7472367080083,24.799999999999983
421260,149.39681706069354,2.2707744662636338,2.444,3.0,LAE,25.079474810071257,25.19999999999998
421768,149.30936286758723,2.2753174003521264,2.43145,3.0,LAE,24.62310955019859,24.799999999999983
422895,148.95470870107272,2.285766560854943,2.4464,3.0,LAE,24.783760645478345,24.799999999999983
424127,149.03528222034024,2.2957090659243478,2.4575,3.0,LAE,23.977101715220098,23.999999999999986
425675,149.5816820238767,2.3108355879482376,2.4295,3.0,LAE,24.870655787133526,24.999999999999982
425934,149.1029968039304,2.3132605227535517,2.4556,3.0,LAE,24.984199855736847,24.999999999999982
426152,148.95085881840396,2.3151325342620317,0.0,0.0,UNDET,24.595278459008615,24.599999999999984
426570,149.01054793235116,2.3174966814442834,2.4509,3.5,LAE,22.899870090237773,22.99999999999999
427800,148.9129355312864,2.3280572162729327,1.7215,4.0,CONTAM,21.31874310269825,21.399999999999995
427878,149.46497216225293,2.3307593898437053,2.43435,3.0,LAE,24.76475192836747,24.799999999999983
428859,149.35402896666804,2.339394591940051,2.44775,3.0,LAE,24.736061639462555,24.799999999999983
428928,148.79848311236003,2.337707088337809,2.4282,4.0,LAE,23.658554700046412,23.799999999999986
429663,149.28151881468054,2.346406137287362,2.4212,3.0,LAE,25.055035985896627,25.19999999999998
429915,149.0780380633327,2.347868537821335,2.4759,3.0,LAE,24.820694889151287,24.999999999999982
430561,148.90462263120082,2.3540283388400014,2.4274,3.0,LAE,24.571439193560742,24.599999999999984
430915,148.97609140685947,2.356575056128498,0.0,0.0,UNDET,24.713596518775002,24.799999999999983
431101,149.30261626330343,2.3586496183188284,2.4548,3.0,LAE,24.215854071733954,24.399999999999984
432195,149.3737811339186,2.3691770309759463,2.46525,3.0,LAE,24.487812125185506,24.599999999999984
432318,148.91304071851744,2.3691931104298747,2.4348,4.0,LAE,23.263600081301007,23.399999999999988
432328,149.18379789959735,2.3703527399487574,0.0,0.0,UNDET,24.68113523847165,24.799999999999983
434899,149.07465563783688,2.3930625361663695,2.4741,3.0,LAE,23.943250089855756,23.999999999999986
436450,148.95426052091318,2.401536400131051,2.4371667,3.6666667,LAE,23.6737352664086,23.799999999999986
436984,148.76519067539624,2.410568825172916,2.4443667,3.3333333,LAE,22.784144452698143,22.79999999999999
437157,149.06604953656674,2.410937693584782,2.4735,4.0,AGN,20.721101825456014,20.799999999999997
438663,149.5226110762895,2.4267792884301524,0.0,0.0,UNDET,24.655886970873674,24.799999999999983
439318,148.73094288086818,2.4316181639891457,2.4566,3.0,LAE,23.437503234818934,23.599999999999987
439614,148.66681907986174,2.43478736425378,2.4535666,3.3333333,LAE,24.192000829679127,24.199999999999985
440019,149.43750622084508,2.438885047008025,2.44735,3.0,LAE,24.878919738588685,24.999999999999982
440716,149.1777309033253,2.4461928801753623,0.5339,3.0,CONTAM,25.092163717923274,25.19999999999998
441640,148.97829361499637,2.453408748219066,2.4184,4.0,LAE,24.40759028571592,24.599999999999984
442554,148.66122157374056,2.4619669899954415,2.4498668,3.6666667,LAE,24.353719328681073,24.399999999999984
442917,148.94021555143408,2.4657058057094647,0.0,0.0,UNDET,25.04568367584955,25.19999999999998
443380,148.80967794573385,2.4702485709058712,1.4127,3.5,CONTAM,25.000249200140665,25.19999999999998
443471,149.12808854482643,2.4706655449109713,2.46615,3.0,LAE,24.427784670285064,24.599999999999984
443498,149.07150663455985,2.4706030698397745,2.47325,3.5,LAE,24.00686767107095,24.199999999999985
444232,149.06517639204162,2.477892646804589,2.42835,3.0,LAE,24.852463141602456,24.999999999999982
445306,149.09169904700474,2.487493027642039,2.4388,3.0,LAE,24.462442026674818,24.599999999999984
445923,148.9515626807311,2.4916530754121013,2.4563,3.0,LAE,24.556523064530218,24.599999999999984
446383,149.0780057635792,2.4953827635904506,2.4076,4.0,AGN,22.55828178701151,22.59999999999999
446538,148.8918574052211,2.4984416110190044,0.0,0.0,UNDET,25.08704406917022,25.19999999999998
446737,148.82130595945853,2.499286927395396,2.4455,3.6666667,LAE,23.78845453746734,23.799999999999986
447134,149.09740404739165,2.5036504956548633,2.47865,3.0,LAE,23.90414044646864,23.999999999999986
447951,149.34180310925518,2.5114983105193716,2.4751,3.0,LAE,24.796932132848664,24.799999999999983
449039,149.438068939845,3.0250366295705615,0.0,0.0,UNDET,24.643769964847884,24.799999999999983
449044,148.92141649841298,3.024944305245979,2.46005,3.5,LAE,23.711526087521424,23.799999999999986
449256,148.78218179112892,3.021901533164926,2.4786,4.0,AGN,23.46569510902236,23.599999999999987
449521,149.41936952269612,3.0202429128751076,2.46,3.0,LAE,24.936968379208963,24.999999999999982
450564,149.13749378205952,3.01019553627154,2.4471,4.0,LAE,24.0694631642846,24.199999999999985
450980,149.0669426398861,3.0062753912468563,2.4709,3.0,LAE,24.956639081361637,24.999999999999982
451222,149.3552293841982,3.0078043688401563,2.432,4.0,LAE,24.04729874465277,24.199999999999985
452256,149.16507545272577,2.9950706687701665,2.4552,3.0,LAE,25.160338920116487,25.19999999999998
452337,148.79356824534796,2.992521389575836,2.4231,4.0,LAE,24.01908215129124,24.199999999999985
452947,149.0111152352648,2.991050794846306,2.4399,3.0,LAE,24.77567250987636,24.799999999999983
454958,148.815231507058,2.969096870535502,2.42165,3.0,LAE,24.893283186840144,24.999999999999982
455222,148.652848313929,2.9641332596485714,0.0,0.0,UNDET,24.780225378316697,24.799999999999983
455280,148.94521902992648,2.9644349702611517,2.4714,3.0,LAE,24.676580921392993,24.799999999999983
455428,149.43543911386817,2.9624443895583035,2.4295,4.0,LAE,23.147539290589673,23.19999999999999
455796,148.74054303738018,2.959056500849438,2.4658,3.0,LAE,24.68725261237608,24.799999999999983
457033,149.28358669942003,2.9482574977376848,2.463,3.0,LAE,23.71219713971074,23.799999999999986
457320,149.35287833452713,2.9472675883899493,2.4632,3.0,LAE,24.80418656945017,24.999999999999982
457749,149.1369909634784,2.9425772101285883,2.4586,3.0,LAE,24.833541008589247,24.999999999999982
458168,148.84977350034984,2.939698108216304,2.4251,3.0,LAE,24.994092053063273,24.999999999999982
458339,149.56302773323452,2.9386759946836123,2.4553,3.0,LAE,24.43597160300601,24.599999999999984
458664,149.3643498952071,2.9363982971589553,2.4392,3.0,LAE,24.579354027218713,24.599999999999984
459117,148.71171478604657,2.9301710719164102,2.4729,3.0,LAE,24.764400875946155,24.799999999999983
459993,149.14615213090582,2.920499816237875,0.639,3.5,CONTAM,23.858634925507673,23.999999999999986
460075,148.65083324441335,2.920344477218742,2.4579,3.0,LAE,24.443335340717333,24.599999999999984
460657,149.56185165611572,2.9153856117209354,2.435,3.0,LAE,24.477007137185172,24.599999999999984
461058,148.57824498113368,2.910371273398923,2.4459,3.0,LAE,24.65552280898482,24.799999999999983
462450,148.91054388109026,2.8975940446620556,2.44,2.0,UNDET,25.063266649873384,25.19999999999998
462616,148.8363552000726,2.896865361225142,0.0,0.0,UNDET,24.82514029821506,24.999999999999982
463709,149.45953845979983,2.886104773426734,2.465,3.0,LAE,24.987634809614878,24.999999999999982
464622,149.26428052092197,2.876793706324068,2.4324,3.0,LAE,24.41815435432158,24.599999999999984
465566,149.08339372532762,2.8690077891782604,0.0,0.0,UNDET,24.755400637919646,24.799999999999983
466463,148.95846241279088,2.858077014102552,2.4734,3.0,LAE,24.59254337682374,24.599999999999984
467980,149.3211711254275,2.842730119417199,2.46445,3.0,LAE,23.84762024348936,23.999999999999986
468207,149.54614012515435,2.845042615068115,2.4787,3.0,LAE,24.74310188035769,24.799999999999983
468479,149.21211256574855,2.8388219308427454,2.4316,4.0,LAE,24.505883836187095,24.599999999999984
468611,149.46827177125516,2.83789222246827,2.48,3.0,LAE,24.701903042781392,24.799999999999983
468881,149.12205378788485,2.839455840870375,2.46395,3.0,LAE,24.70017881720851,24.799999999999983
470359,149.05665934885255,2.8216131632732324,0.0,0.0,UNDET,24.57823391989386,24.599999999999984
470386,148.53678222121306,2.8200129412921995,2.4489,3.0,LAE,24.3087890435528,24.399999999999984
471589,148.7295175515594,2.8064332338462683,2.4698,4.0,LAE,24.430937976598894,24.599999999999984
471919,149.2655606821932,2.8042799152948805,2.4093,1.5,UNDET,22.68931476455903,22.79999999999999
